origin,dest,trips_sum
12,0,5.571428571428571
12,3,29.179775280898877
12,4,12.049180327868852
12,5,25.11764705882353
12,6,86.36263736263736
12,7,104.73626373626374
12,8,128.24175824175825
12,9,549.6813186813187
12,10,427.61538461538464
12,11,530.065934065934
12,12,89260.74725274726
12,13,2116.4945054945056
12,14,201.41758241758242
12,15,18.09090909090909
12,16,8.914285714285715
12,17,10.096153846153847
12,18,132.24175824175825
12,19,461.13186813186815
12,20,14.741935483870968
12,21,35.195402298850574
12,25,610.2197802197802
13,3,46.70786516853933
13,4,14.367647058823529
13,5,26.397590361445783
13,6,248.32967032967034
13,7,229.4945054945055
13,8,96.89010989010988
13,9,98.0
13,10,3097.252747252747
13,11,313.5274725274725
13,12,1690.4065934065934
13,13,133534.35164835164
13,14,1260.7912087912089
13,15,55.59340659340659
13,16,16.625
13,17,29.53488372093023
13,18,807.0439560439561
13,19,607.0439560439561
13,20,31.431818181818183
13,21,63.577777777777776
13,25,826.7032967032967
14,0,7.5
14,3,109.75824175824175
14,4,40.5
14,5,110.67777777777778
14,6,3057.7252747252746
14,7,795.945054945055
14,8,78.20879120879121
14,9,63.10989010989011
14,10,1036.1868131868132
14,11,26.710843373493976
14,12,78.16666666666667
14,13,1034.3516483516485
14,14,142843.67032967033
14,15,686.5384615384615
14,16,51.31868131868132
14,17,273.83516483516485
14,18,596.9120879120879
14,19,34.97560975609756
14,20,39.451219512195124
14,21,47.31764705882353
14,25,1135.4505494505495
15,0,5.375
15,3,112.34065934065934
15,4,576.1739130434783
15,5,105.52747252747253
15,6,1890.2608695652175
15,7,30.788888888888888
15,8,17.28
15,9,11.661290322580646
15,10,21.506172839506174
15,11,8.894736842105264
15,12,12.476923076923077
15,13,49.333333333333336
15,14,753.2417582417582
15,15,96549.58695652174
15,16,4458.641304347826
15,17,750.6813186813187
15,18,360.0989010989011
15,19,16.153846153846153
15,20,22.256756756756758
15,21,37.3855421686747
15,25,614.4395604395604
16,0,9.5
16,3,114.91208791208791
16,4,337.72527472527474
16,5,41.977777777777774
16,6,391.7802197802198
16,7,13.736842105263158
16,8,10.789473684210526
16,9,9.933333333333334
16,10,11.5
16,11,7.0
16,12,8.675675675675675
16,13,16.028985507246375
16,14,86.95604395604396
16,15,3821.6703296703295
16,16,90856.40659340659
16,17,2237.802197802198
16,18,297.34065934065933
16,19,18.16923076923077
16,20,37.44444444444444
16,21,17.62121212121212
16,25,456.3296703296703
17,0,6.0
17,3,22.71604938271605
17,4,25.333333333333332
17,5,15.985915492957746
17,6,122.7032967032967
17,7,12.298507462686567
17,8,8.115384615384615
17,9,7.9523809523809526
17,10,11.545454545454545
17,11,8.0
17,12,10.30952380952381
17,13,38.550561797752806
17,14,372.6923076923077
17,15,784.4835164835165
17,16,2033.4615384615386
17,17,35946.98901098901
17,18,2022.923076923077
17,19,34.22222222222222
17,20,37.54022988505747
17,21,29.846153846153847
17,25,156.42857142857142
18,0,6.666666666666667
18,3,59.0
18,4,25.8953488372093
18,5,32.30232558139535
18,6,234.3846153846154
18,7,60.27472527472528
18,8,17.9125
18,9,16.48051948051948
18,10,33.88505747126437
18,11,9.621621621621621
18,12,55.388888888888886
18,13,729.4285714285714
18,14,846.3296703296703
18,15,316.16483516483515
18,16,211.32967032967034
18,17,2155.120879120879
18,18,220862.45054945056
18,19,1238.8241758241759
18,20,2187.4065934065934
18,21,1708.1208791208792
18,25,1076.6373626373627
19,0,7.0
19,3,18.214285714285715
19,4,9.076923076923077
19,5,12.96
19,6,40.13636363636363
19,7,25.753086419753085
19,8,17.513157894736842
19,9,19.443037974683545
19,10,75.7032967032967
19,11,11.142857142857142
19,12,305.7912087912088
19,13,739.2967032967033
19,14,101.37362637362638
19,15,23.166666666666668
19,16,14.203125
19,17,33.86206896551724
19,18,1503.3076923076924
19,19,38668.35164835165
19,20,35.86516853932584
19,21,124.76923076923077
19,25,139.32967032967034
20,3,9.1875
20,4,5.777777777777778
20,5,6.142857142857143
20,6,12.722222222222221
20,7,7.769230769230769
20,8,5.25
20,9,8.636363636363637
20,10,5.2
20,11,5.25
20,12,7.181818181818182
20,13,10.35
20,14,23.026666666666667
20,15,8.133333333333333
20,16,8.82857142857143
20,17,10.022727272727273
20,18,1203.6923076923076
20,19,10.44186046511628
20,20,31417.835164835164
20,21,1300.6703296703297
20,25,17.90909090909091
21,3,9.548387096774194
21,4,6.705882352941177
21,5,6.625
21,6,26.192307692307693
21,7,10.653846153846153
21,8,8.26086956521739
21,9,8.125
21,10,7.620689655172414
21,11,6.2
21,12,9.046511627906977
21,13,20.64788732394366
21,14,41.55696202531646
21,15,15.76923076923077
21,16,8.916666666666666
21,17,13.0
21,18,1414.7608695652175
21,19,36.10843373493976
21,20,1423.5434782608695
21,21,67951.15217391304
21,25,260.2826086956522
25,0,47.36470588235294
25,3,6423.380434782609
25,4,514.2282608695652
25,5,8053.25
25,6,4506.967391304348
25,7,6481.978260869565
25,8,3610.336956521739
25,9,974.7391304347826
25,10,979.4891304347826
25,11,103.98901098901099
25,12,248.2087912087912
25,13,501.1195652173913
25,14,1032.8152173913043
25,15,324.9230769230769
25,16,250.95604395604394
25,17,69.16483516483517
25,18,621.4615384615385
25,19,89.91208791208791
25,20,65.31460674157303
25,21,668.8461538461538
25,25,1063439.4239130435
